"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1965195845764018379","Mon Sep 08 23:29:35 +0000 2025","7","[bb] plis ini kenapa aku pake micellar waternya area hidung dan bawahnya jd agak panas juga perih sedikitt. Setelah pake fw area itu jadi merah. Apa karna kulitku lagi menyesuaikan? Karna udah ga skincare an 8 bulanbtw aku liat ga Ada fragrancenya. Mana lagi masih banyak https://t.co/tBy7aA9u9D","1965195845764018379","https://pbs.twimg.com/media/G0XHNQaXgAApc-G.jpg","","in","","0","7","0","https://x.com/undefined/status/1965195845764018379","1239508341186916353",
"1965194775390552211","Mon Sep 08 23:25:20 +0000 2025","0","Cek SKINTIFIC - 5X Ceramide Barrier Moisturizer Gel 30g | Cream pencerah Wajah Calming Whitening Brightening Dark Spot Pelembab Wajah Pemutih Wajah Facial Moisturizer Day Cream Night Cream Skincare BPOM Niacinamide with Centella Acid Sooth Rp117.310. https://t.co/FcN4PgW4xK https://t.co/1K3XuAV4P6","1965194775390552211","https://pbs.twimg.com/media/G0XGOpbbgAMr3QK.jpg","","in","","0","0","0","https://x.com/undefined/status/1965194775390552211","547464587",
"1965193394751512959","Mon Sep 08 23:19:51 +0000 2025","4","bisa bisanya kulkas skincare gw yg mungil itu rusak","1965193394751512959","","","in","","0","0","0","https://x.com/undefined/status/1965193394751512959","1322477061257064448",
"1965141581503266932","Mon Sep 08 23:14:25 +0000 2025","0","@sunomiyoko bukan shave buang bulu tuuuu. Ce google shave face. Dia nak buang dead skin supaya makeup/skincare makin sekata","1965192027018285314","","sunomiyoko","in","","0","1","0","https://x.com/undefined/status/1965192027018285314","891862498025930752",
"1965191962761592895","Mon Sep 08 23:14:10 +0000 2025","0","skincare abis barengan byee uang uangku","1965191962761592895","","","in","","0","0","0","https://x.com/undefined/status/1965191962761592895","1376733625",
"1965189849683800091","Mon Sep 08 23:10:59 +0000 2025","0","@widihkidiw Aku pengen beli skincare promoan eh co malah perfume harga normal ( coz gadapet vcrnya ) anying","1965191165306970175","","widihkidiw","in","","0","1","0","https://x.com/undefined/status/1965191165306970175","1682783639787143169",
"1965007947416613066","Mon Sep 08 23:02:15 +0000 2025","1","@ohmy_beautybank skincare bagus https://t.co/2ZFoKndjA6","1965188966778634765","","ohmy_beautybank","in","","0","0","0","https://x.com/undefined/status/1965188966778634765","311821851",
"1965187846509396361","Mon Sep 08 22:57:48 +0000 2025","0","Kenapa skincare abisnya harus barengan banget ya?","1965187846509396361","","","in","","0","0","0","https://x.com/undefined/status/1965187846509396361","1541017535189254145",
"1964497898076590515","Mon Sep 08 22:42:42 +0000 2025","0","Kunci glowing dari wajah hingga badan pakai rangkaian dari COPPERA #coppera #bodycare #skincare #perawatankulit #copperpeptide https://t.co/0r0PGGTGin https://t.co/x1i8MhB19n https://t.co/xP45w3Jg2Z https://t.co/HFaqPfdQmA https://t.co/8PFjqpHdYQ https://t.co/EBVzS2z0pO","1965184045274595377","https://pbs.twimg.com/amplify_video_thumb/1965183952060354560/img/ufNczxoiidkFSKzM.jpg","veyloraa_","in","","0","0","0","https://x.com/undefined/status/1965184045274595377","263101862",
"1965184007639105819","Mon Sep 08 22:42:33 +0000 2025","0","Cek SOMETHINC Copy Paste Tinted Sunscreen SPF 40 PA++++ - Skin Tint Ringan Dengan Finish Dewy | Meratakan Warna Kulit Serta Melindungi Wajah Dari UVA &amp; UVB Mengandung skincare dan Tahan Lama dengan harga Rp53.000. Dapatkan di Shopee sekarang! https://t.co/SZEf9xVORs https://t.co/meCeR0Nx9j","1965184007639105819","https://pbs.twimg.com/media/G0W8cLoacAAq7UJ.jpg","","in","","0","0","0","https://x.com/undefined/status/1965184007639105819","891779708",
"1965183591899693344","Mon Sep 08 22:40:54 +0000 2025","0","Ini kalo air mataku mengandung zat aktif kayak skincare pasti udh glowing parah wkw","1965183591899693344","","","in","","0","0","0","https://x.com/undefined/status/1965183591899693344","1217973446",
"1965182185394372806","Mon Sep 08 22:35:18 +0000 2025","0","Tapi temen kerja gua jadi pada cakep cuma lebih berisi aja soalnya request suaminya. Skincare nya aja yg mahal anjirrr kalah gua. Baju apalagi brand seleb semua baju dia mah kerudung juga ga yg paris 15k ","1965182185394372806","","","in","","0","1","0","https://x.com/undefined/status/1965182185394372806","1314087531571372033",
"1965180401712025974","Mon Sep 08 22:28:13 +0000 2025","58","Rekomendasi Skincare Korea Yang Wajib Kalian Coba! - A Thread - https://t.co/qB5OEJHPM9","1965180401712025974","https://pbs.twimg.com/media/G0W5KH1aEAInsqW.jpg","","in","","4","2","39","https://x.com/undefined/status/1965180401712025974","1727581905347043328",
"1965177969921663261","Mon Sep 08 22:26:12 +0000 2025","0","tapi knpa?knp kamu kesini lagi?apa?knp kamu seneng nyakitin sendiri pdhl tadi siang ayah kamu bilang mau usahain hp iphone pro max mi buat kamu?tapi knp kamu sehajat itu?apa yang ada dipikiran kamu?dijam 10nya kamu abis belanja skincare pake vcr dr ayah mi? https://t.co/h0gUfPOeIF","1965179892355793261","https://pbs.twimg.com/media/G0W4spWb0AAn6FW.jpg","lokalnia","in","","0","1","0","https://x.com/undefined/status/1965179892355793261","1608382361493962753",
"1965178529617977806","Mon Sep 08 22:20:47 +0000 2025","0","Rekomendasi Info Kode Voucher Diskon Promo Flash Sale checkout belanja beli di Racun Shopee 5 9 September 9.9 Super Shopping Day Big Sale Flashsale serba Rp99 https://t.co/H9iggIx7FQ Iphone Handphone Baju Wajan Skincare Makeup Dll Klaim Voucher Diskon https://t.co/C4zadVx4fB","1965178529617977806","","","in","","0","0","0","https://x.com/undefined/status/1965178529617977806","1178539494",
"1965175725142802892","Mon Sep 08 22:09:38 +0000 2025","2","Akal-akalan konspirasi iluminati nih! Masa baru tanggal 9 duit gue sisa 750? Belum makan hokben belum beli skincare belum beli kopi point baru jajan 9.9 doang ","1965175725142802892","","","in","","0","0","0","https://x.com/undefined/status/1965175725142802892","1911154859312918528",
"1965171051400495610","Mon Sep 08 21:51:04 +0000 2025","0","oh my godd males bener skincare ku abis barengan","1965171051400495610","","","in","","0","0","0","https://x.com/undefined/status/1965171051400495610","1406626272206147591",
"1964988336571113705","Mon Sep 08 21:46:25 +0000 2025","0","@LazadaID @gopayindonesia di Lazda 9.9 Mega Brands Sale besok aku mau chekout perlengkapan kerja kaya kemeja celana bahan &amp; makeup ..semoga bisa dapetin vouchernya biar bisa ngasih skincare buat mamahku jg . @lhamosokto @CreamyGreen6 @hardiiyaan","1965169882653446343","","LazadaID","in","","0","1","0","https://x.com/undefined/status/1965169882653446343","1547742878784376832",
"1964988336571113705","Mon Sep 08 21:46:01 +0000 2025","0","@LazadaID @gopayindonesia di Lazda 9.9 Mega Brands Sale besok aku mau chekout perlengkapan kerja kaya kemeja celana bahan &amp; makeup ..semoga bisa dapetin vouchernya biar bisa ngasih skincare buat mamahku jg . @AmienRedDevilz @andrylauu @92Hest","1965169781763703120","","LazadaID","in","","0","0","0","https://x.com/undefined/status/1965169781763703120","1547742878784376832",
"1965169531351171533","Mon Sep 08 21:45:02 +0000 2025","0","Cek [9.9 GLOW DEALS] Wardah UV Shield Tinted Tone Up Sunscreen SPF 50 PA 30 ml Sunscreen Wajah Mencerahkan Wajah Samarkan Noda Hitam Tidak Lengket Cepat Meresap Makeup Primer-Skincare dengan harga Rp68.500. Dapatkan di Shopee sekarang! https://t.co/NqDZx8X5Po https://t.co/8xnP7ILelX","1965169531351171533","https://pbs.twimg.com/media/G0WvRVgbQAAely0.jpg","","in","","0","0","0","https://x.com/undefined/status/1965169531351171533","1528106763215523841",
"1965168663759319081","Mon Sep 08 21:41:35 +0000 2025","0","kenapa ya muka gue gabisa pake produk yang sedikit lebih affordable gt hampir tiap bulan keluar banyak buat skincare (menurut ak yg belum berpenghasilan enih) skrg tiap pake jadi awet awet alias pake secuil","1965168663759319081","","","in","","0","0","0","https://x.com/undefined/status/1965168663759319081","1434118316784640006",
"1963798987515015173","Mon Sep 08 21:34:05 +0000 2025","0","Dokter yg punya usaha skincare segudang gede dokter bule dirumah sakit Will Smith bsb Westlife ga mampu beli Ducati. laki mosok ga suka otomitif. Ganti saja pakai make up dan underwear sekalian operasi jenis kelamin. Hanya dirumah itu lelaki atau BONEKA BARBIE NYET","1965166777727582619","","jibrilwida","in","","0","0","0","https://x.com/undefined/status/1965166777727582619","1652574004128120832",
"1965165195384516934","Mon Sep 08 21:27:48 +0000 2025","0","WTS Preloved Skincare SOMEBYMI Beta Pathenol travel kit pemakaian 5kali 120k aja boleh nego https://t.co/P4oZjX3F53","1965165195384516934","https://pbs.twimg.com/media/G0WrVIHbcAAPlf_.jpg","","in","","0","0","0","https://x.com/undefined/status/1965165195384516934","1386737800863576067",
"1965153845237133422","Mon Sep 08 21:19:50 +0000 2025","1","@DarkSkinPrue Korean skincare","1965163189534101511","","DarkSkinPrue","in","","0","0","0","https://x.com/undefined/status/1965163189534101511","1103464017891336193",
"1965095012359901200","Mon Sep 08 20:34:36 +0000 2025","0","@jemburit kak spill skincare","1965151809124839718","","jemburit","in","","0","1","0","https://x.com/undefined/status/1965151809124839718","1374162509960114177",
"1965150471003443272","Mon Sep 08 20:29:17 +0000 2025","2","Want to Sell Scarlett x Hearts2hearts Only Produk!! Bisa pilih produk set Happy rouge duo Cherry velvet duo Purple love duo Purple charm duo Harga 40k/set Dom jogja Jual murah karena cmn ambil photocardnya aja wts wtb skincare underprice make-up https://t.co/gsBItM2vIq","1965150471003443272","https://pbs.twimg.com/media/G0Wd7wIa8AA6e3w.jpg","","in","","0","3","0","https://x.com/undefined/status/1965150471003443272","1342390411818516480",
"1965150397385114094","Mon Sep 08 20:29:00 +0000 2025","0","Percuma skincare an tp begadang ampe pagi","1965150397385114094","","","in","","0","0","0","https://x.com/undefined/status/1965150397385114094","1879663245587611648",
"1965134940208845203","Mon Sep 08 20:13:00 +0000 2025","1","Voucher Toko Diskon s/d 99% Skincare: 1) https://t.co/JCxnw2WyHx 2) https://t.co/jplyLk4kAn Parfum: https://t.co/RyTLRSHcls Fashion: 1) https://t.co/flT4scIdFx 2) https://t.co/EW68i4l1RJ Jam tangan: https://t.co/dZLV0LmzXg Kebutuhan harian: https://t.co/obCHcxwb87 https://t.co/XqzKqBaO5n","1965146373529199046","https://pbs.twimg.com/media/G0WaNWEbUAADqhX.jpg","diskonanfess","in","","0","1","0","https://x.com/undefined/status/1965146373529199046","1708715257995358208",
"1965141710679499225","Mon Sep 08 19:54:29 +0000 2025","0","Jimin kamu pake Skincare and bodycare apa Sayang kok bisa glowing bercahaya dari atas rambut sampai ujung kaki https://t.co/wFP72cm2xY","1965141710679499225","https://pbs.twimg.com/media/G0WV99pbgAEc2yZ.jpg","","in","","0","0","0","https://x.com/undefined/status/1965141710679499225","1572011825751007232",
"1965139215827738714","Mon Sep 08 19:46:41 +0000 2025","0","gw bukan baru kaya kemarin. dari kecil udah banyak duit gw mahh. sd smp gw ga begitu care sama duit ortu. cuma pas sma emang keknya lagi bandel bandelnya. spending gw gila gilaan. tiap hari beli skincare. tiap hari beli sushi dll.","1965139751222346067","","harvakiabe","in","","0","1","0","https://x.com/undefined/status/1965139751222346067","1609557889169129475",
"1965134521659195490","Mon Sep 08 19:25:55 +0000 2025","0","gua kalo lagi insecure gini bawaanya checkout skincare mulu jir aduh skrg masker baru co FAKKKK","1965134521659195490","","","in","","0","0","0","https://x.com/undefined/status/1965134521659195490","1351188729608679424",
"1965132203924619397","Mon Sep 08 19:16:42 +0000 2025","0","Waktunya ganti seluruh skincare gw https://t.co/xYVbVW2FHC","1965132203924619397","https://pbs.twimg.com/amplify_video_thumb/1964968783690485760/img/xjJndYN7sKXShGUh.jpg","","in","","0","0","0","https://x.com/undefined/status/1965132203924619397","1750108014370320384",
"1965129457129476281","Mon Sep 08 19:05:47 +0000 2025","0","skincare kl abisnya barengan ENGAP BGT ALLAHUAKBAR","1965129457129476281","","","in","","0","0","0","https://x.com/undefined/status/1965129457129476281","986025004352528384",
"1965078164901892262","Mon Sep 08 19:02:23 +0000 2025","60","@Agen_Jajan Kayanya bukan karena skincare tapi karena mesin laundry nya jalan.","1965128599247487054","","Agen_Jajan","in","","0","0","0","https://x.com/undefined/status/1965128599247487054","1603526431635435520",
"1964965698058223652","Mon Sep 08 19:01:14 +0000 2025","0","@caratstalk Tiba tiba banget ba azarine???? Baru ngestock skincare merk laen kmaren wehhh ","1965128311673376882","","caratstalk","in","","0","0","0","https://x.com/undefined/status/1965128311673376882","1890350842651512832",
"1965128013135446118","Mon Sep 08 19:00:03 +0000 2025","0","Guysss mau nanya seputar skincare donggg. Kalau pake serum+moist pink g2g abistu pake sunscreen wardah yang orange gapapa kahh? https://t.co/NCKbgvevuJ","1965128013135446118","https://pbs.twimg.com/media/G0WJgzobgAIdgyY.jpg","","in","","0","0","0","https://x.com/undefined/status/1965128013135446118","1758006805219934208",
"1965087583316136368","Mon Sep 08 18:50:08 +0000 2025","20","@ohmy_beautybank Kalo di aku bisa sih. Pie sebenernya cepet heal nya kalo kita pake skincare yg fokunya lembapin muka (tp jangan terlalu over). Kalo dibuat kering malah pie nya makin terang.","1965125518162080128","","ohmy_beautybank","in","","0","0","0","https://x.com/undefined/status/1965125518162080128","1925407457100349440",
"1965123544888791539","Mon Sep 08 18:47:24 +0000 2025","0","hb dosting warna kuning mentereng gt apalaj apalah udah 2025 masihan aja kolot percayaan sama skincare gjls gt https://t.co/K3PXzCDPLF","1965124829037916413","https://pbs.twimg.com/media/G0WGnS8bgAQkw54.jpg","yamjumwon","in","","0","1","0","https://x.com/undefined/status/1965124829037916413","1844735527112904704",
"1965124376002789731","Mon Sep 08 18:45:36 +0000 2025","0","skincare sm kosmetik abisnya barengan tuh","1965124376002789731","","","in","","0","0","0","https://x.com/undefined/status/1965124376002789731","1070760072039395328",
"1965123544888791539","Mon Sep 08 18:42:17 +0000 2025","0","ngakak liat vt vt pemake skincRe daviena br 2 bulan pemakaian udah pd berjamur wkwkwk mn harga ratusan ribu. heran sm org2 bodoh yg ke makan marketing skincare gajelas + overprice pula dan rtrt org2 kabupaten yg make gituan. hadeh udah jelas lu mending pake wardah viva aje","1965123544888791539","","","in","","0","1","0","https://x.com/undefined/status/1965123544888791539","1844735527112904704",
"1965122109031809391","Mon Sep 08 18:36:35 +0000 2025","1","bubb kalian pernah beli skincare/makeup disini ga? kira barangnya ori ga ya? https://t.co/66RGz7ozPP","1965122109031809391","https://pbs.twimg.com/media/G0WEI23bgAMy8B_.jpg","","in","","0","2","0","https://x.com/undefined/status/1965122109031809391","1810993690095276033",
"1965121203368247518","Mon Sep 08 18:32:59 +0000 2025","0","pls semoga skincare baru aku cocok ","1965121203368247518","","","in","","0","0","0","https://x.com/undefined/status/1965121203368247518","1543082137917591552",
"1965119458328121783","Mon Sep 08 18:32:06 +0000 2025","0","Ni esok belum sumbat lagi towel toiletries skincare bagai. Confirm memang tak muat dah hahahaha. Tu lah bajet 1 beg besar 1 beg sedang mcm cukup kitonyo lupo skrg dah bertigo bukan berduo anak pulak masih susu pampers susu kena sumbat lagi ","1965120981141520769","","fatinnadhiraaa","in","","0","0","0","https://x.com/undefined/status/1965120981141520769","132803197",
"1965120349429006689","Mon Sep 08 18:29:36 +0000 2025","0","Pulang lembur : Rebahan Ngemil buah Luluran Bersih-bersih Skincare an &amp; body care Olesin plossa / freshcare sebadan (biar pegel² ilang) Pake parfum (biar tidur nyenyak) Okee ini baru saatnya tidur","1965120349429006689","","","in","","0","0","0","https://x.com/undefined/status/1965120349429006689","1438026341618577410",
"1965118660944830577","Mon Sep 08 18:22:53 +0000 2025","0","skincare makeup new dan pl kode bintang adalah kode variasi etalase boleh ya kalo minat atau ada yg mau ditanyain https://t.co/HKamcVF3EQ dom tangerang https://t.co/JcNGoYN30s","1965118660944830577","https://pbs.twimg.com/media/G0WBASjbwAEwmxo.jpg","","in","","1","1","0","https://x.com/undefined/status/1965118660944830577","1191007028577095685",
"1965116376244432970","Mon Sep 08 18:13:48 +0000 2025","0","Mumpung lagi 9.9 nih aku mau preloved skincare dan makeup murce https://t.co/fcdfGtZiRm","1965116376244432970","","","in","","0","0","0","https://x.com/undefined/status/1965116376244432970","1279434207454846976",
"1965115908395073978","Mon Sep 08 18:11:57 +0000 2025","0","Mumpung lagi 9.9 nih aku mau share preloved skincare dan makeup murce dan open nego guys https://t.co/fcdfGtZiRm","1965115908395073978","","","in","","0","0","0","https://x.com/undefined/status/1965115908395073978","1279434207454846976",
"1965115613694886002","Mon Sep 08 18:10:47 +0000 2025","0","niatnya mau main roblok tp temen gua lama bgt karena harus bersih2 dulu (cuci muka pake skincare) sedangkan gua udah ngantuk2 hufftt. dan skrg bukannya tidur gua malah lanjut streaming ini kalo temen gua tau apa ga ngebatin 'kocak ni orang bilangnya mau tidur malah lanjut'","1965115613694886002","","","in","","0","0","0","https://x.com/undefined/status/1965115613694886002","1117743090125533185",
"1965022808452534545","Mon Sep 08 18:09:11 +0000 2025","0","@wardahbeauty The function of retinal serum that I want to try is to combat signs of premature aging. Sekarang aku udah 25thn dan udah harus mulai aware sama tanda penuaan dini. Harus banget mulai pake skincare yg fokus jaga tanda penuaan dini. WML️ #WardahSerumExpert #SerumLaserTreatment","1965115213591839204","","wardahbeauty","in","","0","0","0","https://x.com/undefined/status/1965115213591839204","1889889623775854592",
"1965114821067837851","Mon Sep 08 18:07:38 +0000 2025","2","PT MELIA SEHAT SEJAHTERA SKINCARE MSS. AJGGG BGT LU UNTUNG GUA GAK TERHIPNOTIS EMBEL LU YG AMIT JABANG BABU ITU SETAN BGTT BLG kan gk tau kl ayah km diluar lg kerja tbtb ketabrak trs meninggal gmn nnti siapa yg biayain hidup km STRESS JAHAT BGT DEMI DUIT YA ALLAH.","1965114821067837851","","","in","","0","2","0","https://x.com/undefined/status/1965114821067837851","928344546018078720",
"1965113599640437102","Mon Sep 08 18:02:46 +0000 2025","1","wts skincare ori masih segel yang mau beli bisa dm aku yaa","1965113599640437102","","","in","","0","0","2","https://x.com/undefined/status/1965113599640437102","1804403999778680832",
"1965113448335114320","Mon Sep 08 18:02:10 +0000 2025","2","skincare abis barengan tu gaenak ajg","1965113448335114320","","","in","","0","2","0","https://x.com/undefined/status/1965113448335114320","1650613920787496966",
"1965113098395914363","Mon Sep 08 18:00:47 +0000 2025","1","beli buku lgsg gas2 aja giliran beli skincare nunggu 9.9 dulu hadehh","1965113098395914363","","","in","","0","0","0","https://x.com/undefined/status/1965113098395914363","1096648880433782786",
"1965112579543773231","Mon Sep 08 17:58:43 +0000 2025","1","wts skincare ori masih segel yang mau beli bisa dm @KristinaJe40234","1965112579543773231","","","in","","0","0","0","https://x.com/undefined/status/1965112579543773231","1157297310071586818",
"1965112306930712751","Mon Sep 08 17:58:09 +0000 2025","0","padahal dulu ga mandi skincare bs semulus it kocakk skrng boro boro ","1965112435129594280","","tolongin_dit","in","","0","0","0","https://x.com/undefined/status/1965112435129594280","846723342",
"1965076011709788501","Mon Sep 08 17:57:25 +0000 2025","0","@akuadalahkecil kak jimin skincare nya apa bleh cium g c ","1965112253524684929","","akuadalahkecil","in","","0","1","0","https://x.com/undefined/status/1965112253524684929","1616161569746092032",
"1965110428188697063","Mon Sep 08 17:56:32 +0000 2025","0","@Hayciyaaa @i_m_mortal_ makeup skincare rata-rata nyantol smua kak tdi aku","1965112029045555382","","Hayciyaaa","in","","0","1","0","https://x.com/undefined/status/1965112029045555382","815273551552868353",
"1965109283202441490","Mon Sep 08 17:45:37 +0000 2025","0","up skincare makeup harga sebelum voc 9.9 nih bub","1965109283202441490","","","in","","0","0","0","https://x.com/undefined/status/1965109283202441490","874252430086504449",
"1965108862819983705","Mon Sep 08 17:43:57 +0000 2025","0","skincare pun keras ","1965108862819983705","","","in","","0","0","0","https://x.com/undefined/status/1965108862819983705","771057608",
"1965108537950134493","Mon Sep 08 17:42:40 +0000 2025","2","Gua kan dapet skincare dari bule... terus baca petunjuknya gunakan pada daerah yg kering ya udah selama ini pake di dengkul ama sikut. Tadi iseng buka2 IGnya tu produk... lha bangke ternyata sleeping mask. Ngapain coba selama ini gua maskerom sikut ama lutut ","1965108537950134493","","","in","","0","2","0","https://x.com/undefined/status/1965108537950134493","59809831",
"1965108255589593103","Mon Sep 08 17:41:32 +0000 2025","0","Life is changed.. BCS WHAT DO YOU MEAN SKRG AKU LEBIH PRIORITASIN SKINCARE DARIPADA BELI MERCH","1965108255589593103","","","in","","0","0","0","https://x.com/undefined/status/1965108255589593103","1446452551210049537",
"1965106876477309194","Mon Sep 08 17:36:03 +0000 2025","0","nyesek bgt gua pgn co skincare sblm jam 12 tuh dari 83k jd 70k trs gua sok ngide nunggu jam 12 siapa tau ada potongan lg gua co malah jd 92k anj sakit bgt mana udh ke co","1965106876477309194","","","in","","0","0","0","https://x.com/undefined/status/1965106876477309194","1850630934657445888",
"1965106619567751594","Mon Sep 08 17:35:02 +0000 2025","1","guys ayoo mumpung 99 pasti banyak promo PRELOVED SKINCARE sisa yang ada di gambar. Bandung bisa shopee yakkk linknya ada dibawah https://t.co/osQHsizbFi #avoskin #avoskinphte #avoskinrefiningtoner #avoskinsoap #preloved #prelovedskincare https://t.co/u8qLG4S76H","1965106619567751594","https://pbs.twimg.com/media/G0V2DS5bgAcCj_i.jpg","","in","","0","0","0","https://x.com/undefined/status/1965106619567751594","1359671615903043584",
"1965105593175171290","Mon Sep 08 17:30:57 +0000 2025","0","Salah Oles Skincare Bisa Bikin Kulit Cepat Keriput Benarkah? https://t.co/eIAm30E717","1965105593175171290","","","in","","0","1","1","https://x.com/undefined/status/1965105593175171290","1578222594",
"1965103660758962274","Mon Sep 08 17:23:17 +0000 2025","0","selamat 9.9 dari aku yg co banyak karena skincare abis semua","1965103660758962274","","","in","","0","0","0","https://x.com/undefined/status/1965103660758962274","835370857",
"1965102513306374158","Mon Sep 08 17:18:43 +0000 2025","1","ya Allah kenapa skincare abisnya barengan","1965102513306374158","","","in","","0","0","0","https://x.com/undefined/status/1965102513306374158","1258983219426279426",
"1965102289229942909","Mon Sep 08 17:17:50 +0000 2025","0","last month rasa macam busyyy sangat ke sana ke sini tak sempat buat proper skincare w husb pun tonight manage to do it againnn : )","1965102289229942909","","","in","","0","0","0","https://x.com/undefined/status/1965102289229942909","1185602796",
"1965102033742299143","Mon Sep 08 17:16:49 +0000 2025","0","Padahal w dh siapkan hati buat beli skincare malah gabisa payment KOCAKKKKKKK NTAR GUE KEPIKIRAN LG MAU BELI APA NGGA","1965102033742299143","","","in","","0","0","0","https://x.com/undefined/status/1965102033742299143","1573557888932786177",
"1965097187010117671","Mon Sep 08 17:15:50 +0000 2025","0","@traanonym berasaa petcumaa skincare an","1965101787423404404","","traanonym","in","","0","0","0","https://x.com/undefined/status/1965101787423404404","1565064225382629376",
"1965097187010117671","Mon Sep 08 17:14:30 +0000 2025","0","@Sandekallaaa Iyaahhh jadi nangis kecil padahal udah skincare an ","1965101452545982908","","Sandekallaaa","in","","0","1","0","https://x.com/undefined/status/1965101452545982908","1018451782740000769",
"1965101138350669914","Mon Sep 08 17:13:15 +0000 2025","0","beres ngewar skincare tremor nya ada bgt anjoy wkwk","1965101138350669914","","","in","","0","0","0","https://x.com/undefined/status/1965101138350669914","1494269595204878339",
"1965100954291990916","Mon Sep 08 17:12:31 +0000 2025","0","beli skincare knp males bgt yaa klo udh abis","1965100954291990916","","","in","","0","1","0","https://x.com/undefined/status/1965100954291990916","1911985404003377152",
"1965100322701095389","Mon Sep 08 17:10:01 +0000 2025","0","️FLASH SALE️ Skincare cuma 9RB-n Amanin stocknya sekarang soalnya tebatas!! Klik ini: https://t.co/TEVnJZZvWo https://t.co/Lhmcuk4Dfk","1965100322701095389","https://pbs.twimg.com/media/G0VwQptbgAAyI3T.jpg","","in","","0","0","0","https://x.com/undefined/status/1965100322701095389","1502579403238551556",
"1965099046382850067","Mon Sep 08 17:04:57 +0000 2025","0","Rekomendasi Info Kode Voucher Diskon Promo Flash Sale checkout belanja beli di Racun Shopee 0 9 September 9.9 Super Shopping Day Big Sale Flashsale serba Rp99 https://t.co/H9iggIx7FQ Iphone Handphone Baju Wajan Skincare Makeup Dll Klaim Voucher Diskon https://t.co/C4zadVx4fB","1965099046382850067","","","in","","0","0","0","https://x.com/undefined/status/1965099046382850067","1178539494",
